"","posteam","PassLength","PassLocation","PassOutcome","Receiver","n"
"2357","NYJ","Short","left","Incomplete Pass","B.Marshall",13
"2358","NYJ","Short","left","Incomplete Pass","B.Powell",6
"2359","NYJ","Short","left","Incomplete Pass","C.Ivory",6
"2360","NYJ","Short","left","Incomplete Pass","D.Smith",1
"2361","NYJ","Short","left","Incomplete Pass","E.Decker",12
"2362","NYJ","Short","left","Incomplete Pass","J.Cumberland",3
"2363","NYJ","Short","left","Incomplete Pass","J.Kerley",5
"2364","NYJ","Short","left","Incomplete Pass","K.Davis",2
"2365","NYJ","Short","left","Incomplete Pass","K.Thompkins",1
"2366","NYJ","Short","left","Incomplete Pass","Q.Enunwa",4
"2367","NYJ","Short","left","Incomplete Pass","S.Ridley",1
"2368","NYJ","Short","left","Incomplete Pass","Z.Stacy",1
"2369","NYJ","Short","left","Incomplete Pass",NA,1
"2370","NYJ","Short","middle","Complete","B.Marshall",9
"2371","NYJ","Short","middle","Complete","B.Powell",8
"2372","NYJ","Short","middle","Complete","C.Ivory",6
"2373","NYJ","Short","middle","Complete","C.Owusu",1
"2374","NYJ","Short","middle","Complete","D.Smith",1
"2375","NYJ","Short","middle","Complete","E.Decker",24
"2376","NYJ","Short","middle","Complete","J.Cumberland",1
"2377","NYJ","Short","middle","Complete","J.Kerley",8
"2378","NYJ","Short","middle","Complete","K.Davis",1
"2379","NYJ","Short","middle","Complete","K.Thompkins",6
"2380","NYJ","Short","middle","Complete","Q.Enunwa",5
"2381","NYJ","Short","middle","Complete","S.Ridley",1
"2382","NYJ","Short","middle","Complete","W.Johnson",1
"2383","NYJ","Short","middle","Complete","Z.Stacy",2
"2384","NYJ","Short","middle","Incomplete Pass","B.Marshall",5
"2385","NYJ","Short","middle","Incomplete Pass","B.Powell",2
"2386","NYJ","Short","middle","Incomplete Pass","D.Smith",2
"2387","NYJ","Short","middle","Incomplete Pass","E.Decker",8
"2388","NYJ","Short","middle","Incomplete Pass","J.Cumberland",1
"2389","NYJ","Short","middle","Incomplete Pass","J.Kerley",1
"2390","NYJ","Short","middle","Incomplete Pass","K.Davis",2
"2391","NYJ","Short","middle","Incomplete Pass","K.Thompkins",2
"2392","NYJ","Short","middle","Incomplete Pass","Q.Enunwa",5
"2393","NYJ","Short","right","Complete","B.Marshall",38
"2394","NYJ","Short","right","Complete","B.Powell",16
"2395","NYJ","Short","right","Complete","C.Ivory",9
"2396","NYJ","Short","right","Complete","C.Owusu",1
"2397","NYJ","Short","right","Complete","D.Smith",3
"2398","NYJ","Short","right","Complete","E.Decker",14
"2399","NYJ","Short","right","Complete","J.Cumberland",2
"2400","NYJ","Short","right","Complete","J.Kerley",5
"2401","NYJ","Short","right","Complete","K.Davis",2
"2402","NYJ","Short","right","Complete","K.Thompkins",3
"2403","NYJ","Short","right","Complete","Q.Enunwa",7
"2404","NYJ","Short","right","Complete","S.Ridley",2
"2405","NYJ","Short","right","Complete","T.Bohanon",2
"2406","NYJ","Short","right","Complete","Z.Stacy",1
"2407","NYJ","Short","right","Incomplete Pass","B.Marshall",17
"2408","NYJ","Short","right","Incomplete Pass","B.Powell",4
"2409","NYJ","Short","right","Incomplete Pass","C.Ivory",1
"2410","NYJ","Short","right","Incomplete Pass","C.Owusu",2
"2411","NYJ","Short","right","Incomplete Pass","D.Smith",1
"2412","NYJ","Short","right","Incomplete Pass","E.Decker",13
"2413","NYJ","Short","right","Incomplete Pass","J.Cumberland",2
"2414","NYJ","Short","right","Incomplete Pass","J.Kerley",3
"2415","NYJ","Short","right","Incomplete Pass","K.Davis",3
"2416","NYJ","Short","right","Incomplete Pass","K.Thompkins",2
"2417","NYJ","Short","right","Incomplete Pass","Q.Enunwa",6
"2418","NYJ","Short","right","Incomplete Pass","T.Bohanon",4
"2419","NYJ","Short","right","Incomplete Pass","Z.Stacy",2
"2420","NYJ","Short","right","Incomplete Pass",NA,4
"2421","OAK","Deep","left","Complete","A.Cooper",4
"2422","OAK","Deep","left","Complete","A.Holmes",1
"2423","OAK","Deep","left","Complete","C.Walford",1
"2424","OAK","Deep","left","Incomplete Pass","A.Cooper",5
"2425","OAK","Deep","left","Incomplete Pass","A.Holmes",5
"2426","OAK","Deep","left","Incomplete Pass","C.Walford",4
"2427","OAK","Deep","left","Incomplete Pass","M.Crabtree",3
"2428","OAK","Deep","left","Incomplete Pass","M.Rivera",2
"2429","OAK","Deep","left","Incomplete Pass","R.Helu",1
"2430","OAK","Deep","left","Incomplete Pass",NA,3
"2431","OAK","Deep","middle","Complete","A.Holmes",1
"2432","OAK","Deep","middle","Complete","C.Walford",1
"2433","OAK","Deep","middle","Complete","M.Crabtree",6
"2434","OAK","Deep","middle","Complete","M.Rivera",2
"2435","OAK","Deep","middle","Complete","S.Roberts",5
"2436","OAK","Deep","middle","Incomplete Pass","A.Cooper",2
"2437","OAK","Deep","middle","Incomplete Pass","A.Holmes",1
"2438","OAK","Deep","middle","Incomplete Pass","M.Crabtree",1
"2439","OAK","Deep","middle","Incomplete Pass","S.Roberts",1
"2440","OAK","Deep","middle","Incomplete Pass",NA,2
"2441","OAK","Deep","right","Complete","A.Cooper",10
"2442","OAK","Deep","right","Complete","A.Holmes",2
"2443","OAK","Deep","right","Complete","C.Walford",5
"2444","OAK","Deep","right","Complete","M.Crabtree",5
"2445","OAK","Deep","right","Complete","M.Rivera",2
"2446","OAK","Deep","right","Complete","S.Roberts",2
"2447","OAK","Deep","right","Incomplete Pass","A.Cooper",4
"2448","OAK","Deep","right","Incomplete Pass","A.Holmes",4
"2449","OAK","Deep","right","Incomplete Pass","C.Walford",2
"2450","OAK","Deep","right","Incomplete Pass","M.Crabtree",14
"2451","OAK","Deep","right","Incomplete Pass","M.Reece",1
"2452","OAK","Deep","right","Incomplete Pass","M.Rivera",4
"2453","OAK","Deep","right","Incomplete Pass","S.Roberts",1
"2454","OAK","Deep","right","Incomplete Pass",NA,2
"2455","OAK","Short","left","Complete","A.Cooper",24
"2456","OAK","Short","left","Complete","A.Holmes",1
"2457","OAK","Short","left","Complete","C.Walford",8
"2458","OAK","Short","left","Complete","D.Penn",1
"2459","OAK","Short","left","Complete","L.Murray",14
"2460","OAK","Short","left","Complete","L.Smith",4
"2461","OAK","Short","left","Complete","M.Crabtree",20
"2462","OAK","Short","left","Complete","M.Reece",12
"2463","OAK","Short","left","Complete","M.Rivera",9
"2464","OAK","Short","left","Complete","R.Helu",3
"2465","OAK","Short","left","Complete","S.Roberts",14
"2466","OAK","Short","left","Complete","T.Jones",3
"2467","OAK","Short","left","Incomplete Pass","A.Cooper",21
"2468","OAK","Short","left","Incomplete Pass","A.Holmes",3
"2469","OAK","Short","left","Incomplete Pass","C.Walford",2
"2470","OAK","Short","left","Incomplete Pass","L.Murray",5
"2471","OAK","Short","left","Incomplete Pass","M.Crabtree",11
"2472","OAK","Short","left","Incomplete Pass","M.Rivera",1
"2473","OAK","Short","left","Incomplete Pass","R.Helu",1
"2474","OAK","Short","left","Incomplete Pass","S.Roberts",9
"2475","OAK","Short","left","Incomplete Pass","T.Jones",2
"2476","OAK","Short","left","Incomplete Pass",NA,2
"2477","OAK","Short","middle","Complete","A.Cooper",13
"2478","OAK","Short","middle","Complete","A.Holmes",4
"2479","OAK","Short","middle","Complete","C.Walford",5
"2480","OAK","Short","middle","Complete","J.Olawale",7
"2481","OAK","Short","middle","Complete","L.Murray",14
"2482","OAK","Short","middle","Complete","L.Smith",3
"2483","OAK","Short","middle","Complete","M.Crabtree",17
"2484","OAK","Short","middle","Complete","M.Reece",5
"2485","OAK","Short","middle","Complete","M.Rivera",7
"2486","OAK","Short","middle","Complete","R.Helu",4
"2487","OAK","Short","middle","Complete","S.Roberts",7
"2488","OAK","Short","middle","Incomplete Pass","A.Cooper",3
"2489","OAK","Short","middle","Incomplete Pass","C.Walford",4
"2490","OAK","Short","middle","Incomplete Pass","J.Olawale",1
"2491","OAK","Short","middle","Incomplete Pass","L.Murray",2
"2492","OAK","Short","middle","Incomplete Pass","M.Crabtree",10
"2493","OAK","Short","middle","Incomplete Pass","M.Rivera",2
"2494","OAK","Short","middle","Incomplete Pass","R.Helu",3
"2495","OAK","Short","middle","Incomplete Pass","S.Roberts",6
"2496","OAK","Short","middle","Incomplete Pass",NA,3
"2497","OAK","Short","right","Complete","A.Cooper",20
"2498","OAK","Short","right","Complete","A.Holmes",5
"2499","OAK","Short","right","Complete","C.Walford",8
"2500","OAK","Short","right","Complete","J.Olawale",2
"2501","OAK","Short","right","Complete","L.Murray",13
"2502","OAK","Short","right","Complete","L.Smith",5
"2503","OAK","Short","right","Complete","M.Crabtree",37
"2504","OAK","Short","right","Complete","M.Reece",13
"2505","OAK","Short","right","Complete","M.Rivera",12
"2506","OAK","Short","right","Complete","R.Helu",2
"2507","OAK","Short","right","Complete","R.Streater",1
"2508","OAK","Short","right","Complete","S.Roberts",4
"2509","OAK","Short","right","Complete","T.Jones",4
"2510","OAK","Short","right","Incomplete Pass","A.Cooper",20
"2511","OAK","Short","right","Incomplete Pass","A.Holmes",5
"2512","OAK","Short","right","Incomplete Pass","C.Walford",8
"2513","OAK","Short","right","Incomplete Pass","J.Olawale",1
"2514","OAK","Short","right","Incomplete Pass","L.Murray",4
"2515","OAK","Short","right","Incomplete Pass","L.Smith",1
"2516","OAK","Short","right","Incomplete Pass","M.Crabtree",21
"2517","OAK","Short","right","Incomplete Pass","M.Reece",5
"2518","OAK","Short","right","Incomplete Pass","M.Rivera",4
"2519","OAK","Short","right","Incomplete Pass","R.Helu",1
"2520","OAK","Short","right","Incomplete Pass","S.Roberts",4
"2521","OAK","Short","right","Incomplete Pass",NA,5
"2522","OAK",NA,NA,"Complete",NA,3
"2523","PHI","Deep","left","Complete","B.Celek",3
"2524","PHI","Deep","left","Complete","D.Sproles",1
"2525","PHI","Deep","left","Complete","J.Huff",1
"2526","PHI","Deep","left","Complete","J.Matthews",2
"2527","PHI","Deep","left","Complete","M.Austin",1
"2528","PHI","Deep","left","Complete","N.Agholor",1
"2529","PHI","Deep","left","Complete","R.Cooper",3
"2530","PHI","Deep","left","Complete","Z.Ertz",7
"2531","PHI","Deep","left","Incomplete Pass","B.Celek",1
"2532","PHI","Deep","left","Incomplete Pass","D.Murray",1
"2533","PHI","Deep","left","Incomplete Pass","J.Huff",1
"2534","PHI","Deep","left","Incomplete Pass","J.Krause",1
"2535","PHI","Deep","left","Incomplete Pass","J.Matthews",4
"2536","PHI","Deep","left","Incomplete Pass","M.Austin",3
"2537","PHI","Deep","left","Incomplete Pass","N.Agholor",1
"2538","PHI","Deep","left","Incomplete Pass","R.Cooper",4
"2539","PHI","Deep","left","Incomplete Pass","S.Ajirotutu",1
"2540","PHI","Deep","left","Incomplete Pass","Z.Ertz",3
"2541","PHI","Deep","left","Incomplete Pass",NA,2
"2542","PHI","Deep","middle","Complete","J.Matthews",3
"2543","PHI","Deep","middle","Complete","M.Austin",1
"2544","PHI","Deep","middle","Complete","N.Agholor",2
"2545","PHI","Deep","middle","Complete","R.Cooper",2
"2546","PHI","Deep","middle","Complete","Z.Ertz",4
"2547","PHI","Deep","middle","Incomplete Pass","J.Huff",1
"2548","PHI","Deep","middle","Incomplete Pass","J.Matthews",2
"2549","PHI","Deep","middle","Incomplete Pass","N.Agholor",2
"2550","PHI","Deep","middle","Incomplete Pass","R.Cooper",1
"2551","PHI","Deep","middle","Incomplete Pass","S.Ajirotutu",1
"2552","PHI","Deep","middle","Incomplete Pass","Z.Ertz",1
"2553","PHI","Deep","middle","Incomplete Pass",NA,2
"2554","PHI","Deep","right","Complete","B.Celek",1
"2555","PHI","Deep","right","Complete","D.Murray",1
"2556","PHI","Deep","right","Complete","J.Matthews",4
"2557","PHI","Deep","right","Complete","M.Austin",1
"2558","PHI","Deep","right","Complete","Z.Ertz",4
"2559","PHI","Deep","right","Incomplete Pass","J.Krause",1
"2560","PHI","Deep","right","Incomplete Pass","J.Matthews",5
"2561","PHI","Deep","right","Incomplete Pass","M.Austin",3
"2562","PHI","Deep","right","Incomplete Pass","N.Agholor",5
"2563","PHI","Deep","right","Incomplete Pass","R.Cooper",2
"2564","PHI","Deep","right","Incomplete Pass","Z.Ertz",2
"2565","PHI","Deep","right","Incomplete Pass",NA,2
"2566","PHI","Short","left","Complete","B.Celek",9
"2567","PHI","Short","left","Complete","D.Murray",15
"2568","PHI","Short","left","Complete","D.Sproles",26
"2569","PHI","Short","left","Complete","J.Huff",11
"2570","PHI","Short","left","Complete","J.Krause",1
"2571","PHI","Short","left","Complete","J.Matthews",28
"2572","PHI","Short","left","Complete","K.Barner",2
"2573","PHI","Short","left","Complete","M.Austin",3
"2574","PHI","Short","left","Complete","N.Agholor",3
"2575","PHI","Short","left","Complete","R.Cooper",11
"2576","PHI","Short","left","Complete","R.Mathews",12
"2577","PHI","Short","left","Complete","T.Burton",1
"2578","PHI","Short","left","Complete","Z.Ertz",26
"2579","PHI","Short","left","Incomplete Pass","D.Murray",5
"2580","PHI","Short","left","Incomplete Pass","D.Sproles",11
"2581","PHI","Short","left","Incomplete Pass","J.Huff",3
"2582","PHI","Short","left","Incomplete Pass","J.Matthews",9
"2583","PHI","Short","left","Incomplete Pass","K.Barner",3
"2584","PHI","Short","left","Incomplete Pass","M.Austin",9
"2585","PHI","Short","left","Incomplete Pass","R.Cooper",7
"2586","PHI","Short","left","Incomplete Pass","R.Mathews",3
"2587","PHI","Short","left","Incomplete Pass","Z.Ertz",6
"2588","PHI","Short","left","Incomplete Pass",NA,4
"2589","PHI","Short","middle","Complete","B.Celek",2
"2590","PHI","Short","middle","Complete","D.Murray",4
"2591","PHI","Short","middle","Complete","D.Sproles",2
"2592","PHI","Short","middle","Complete","J.Huff",4
"2593","PHI","Short","middle","Complete","J.Krause",1
"2594","PHI","Short","middle","Complete","J.Matthews",19
"2595","PHI","Short","middle","Complete","M.Austin",4
"2596","PHI","Short","middle","Complete","N.Agholor",1
"2597","PHI","Short","middle","Complete","R.Cooper",3
"2598","PHI","Short","middle","Complete","R.Mathews",1
"2599","PHI","Short","middle","Complete","T.Burton",1
"2600","PHI","Short","middle","Complete","Z.Ertz",13
"2601","PHI","Short","middle","Incomplete Pass","B.Celek",2
"2602","PHI","Short","middle","Incomplete Pass","D.Murray",1
"2603","PHI","Short","middle","Incomplete Pass","D.Sproles",3
"2604","PHI","Short","middle","Incomplete Pass","J.Huff",3
"2605","PHI","Short","middle","Incomplete Pass","J.Matthews",9
"2606","PHI","Short","middle","Incomplete Pass","M.Austin",1
"2607","PHI","Short","middle","Incomplete Pass","N.Agholor",3
"2608","PHI","Short","middle","Incomplete Pass","R.Mathews",2
"2609","PHI","Short","middle","Incomplete Pass","Z.Ertz",9
"2610","PHI","Short","middle","Incomplete Pass",NA,6
"2611","PHI","Short","right","Complete","B.Celek",12
"2612","PHI","Short","right","Complete","D.Murray",23
"2613","PHI","Short","right","Complete","D.Sproles",26
"2614","PHI","Short","right","Complete","J.Huff",11
"2615","PHI","Short","right","Complete","J.Matthews",29
"2616","PHI","Short","right","Complete","K.Barner",7
"2617","PHI","Short","right","Complete","M.Austin",3
"2618","PHI","Short","right","Complete","N.Agholor",16
"2619","PHI","Short","right","Complete","R.Cooper",2
"2620","PHI","Short","right","Complete","R.Mathews",7
"2621","PHI","Short","right","Complete","S.Ajirotutu",1
"2622","PHI","Short","right","Complete","T.Burton",1
"2623","PHI","Short","right","Complete","Z.Ertz",21
"2624","PHI","Short","right","Incomplete Pass","B.Celek",3
"2625","PHI","Short","right","Incomplete Pass","D.Murray",4
